"","X","file_id","newspaper_name1","news_address","news_location.lon","news_location.lat","city1","newspaper_state_code","date","year","page","URL","lynch_address","city_lynch","state_lynch","lynching.lon","lynching.lat","Comments.or.notes.","index","sn","news_location","lynch_location","miles","in_state","decade","Newspaper_State","Newspaper_Region"
"292",308,8683,"Iowa state bystander ","Des Moines, Iowa",-93.62496,41.586835,"Des Moines","IA","10/26/1894",1894,"seq-1","https://articleextractor.org/pages/8683/iahi_ames_ver01/sn83025186/1894/10/26/ed-1/seq-1/1","no city listed, OH","no city listed","OH",-82.907123,40.417287,"attempted lynching",2903,"sn83025186","-93.62496, 41.586835","-82.907123, 40.417287",565,"N","1890s","Iowa","North Central"
"293",309,8685,"The Emporia news ","Emporia, Kansas",-96.18166,38.403903,"Emporia","KS","12/13/1878",1878,"seq-2","https://articleextractor.org/pages/8685/khi_brown_ver01/sn82016419/1878/12/13/ed-1/seq-2/1","Nebraska City, NE","Nebraska City","NE",-95.859362,40.676575,NA,2904,"sn82016419","-96.18166, 38.403903","-95.859362, 40.676575",158,"N","1870s","Kansas","North Central"
"294",310,8688,"Daily public ledger ","Maysville, Kentucky",-83.74437,38.641185,"Maysville","KY","11/28/1898",1898,"seq-4","https://articleextractor.org/pages/8688/kyu_gandhi_ver01/sn86069117/1898/11/28/ed-1/seq-4/1","Meridian, MS","Meridian","MS",-88.703656,32.36431,NA,2905,"sn86069117","-83.74437, 38.641185","-88.703656, 32.36431",516,"N","1890s","Kentucky","South"
"295",311,8691,"The Hope pioneer ","Hope, North Dakota",-97.72232,47.32221,"Hope","ND","3/30/1899",1899,"seq-2","https://articleextractor.org/pages/8691/ndhi_argon_ver01/sn87096037/1899/03/30/ed-1/seq-2/1","Texarkana, AK","Texarkana","AK",-94.036175,33.430483,NA,2907,"sn87096037","-97.72232, 47.32221","-94.036175, 33.430483",980,"N","1890s","North Dakota","North Central"
"296",312,8697,"The St. Louis Republic ","St. Louis, Missouri",-90.1994,38.627003,"St. Louis","MO","3/27/1900",1900,"seq-3","https://articleextractor.org/pages/8697/mohi_kersee_ver01/sn84020274/1900/03/27/ed-1/seq-3/1","Belair, MD","Belair","MD",-76.348293,39.535941,NA,2908,"sn84020274","-90.1994, 38.627003","-76.348293, 39.535941",746,"N","1900s","Missouri","North Central"
"297",313,8700,"The St. Louis Republic ","St. Louis, Missouri",-90.1994,38.627003,"St. Louis","MO","1/3/1900",1900,"seq-7","https://articleextractor.org/pages/8700/mohi_gaines_ver01/sn84020274/1900/01/03/ed-1/seq-7/1","Palestine, TX","Palestine","TX",-95.630789,31.762115,NA,2909,"sn84020274","-90.1994, 38.627003","-95.630789, 31.762115",565,"N","1900s","Missouri","North Central"
"298",314,8702,"Casper daily tribune ","Casper, Wyoming",-106.29808,42.848709,"Casper","WY","5/26/1922",1922,"seq-12","https://articleextractor.org/pages/8702/wyu_greybull_ver01/sn86072160/1922/05/26/ed-1/seq-12/1","Honey Grove, TX","Honey Grove","TX",-95.909968,33.583438,"attempted lynching - MB",2910,"sn86072160","-106.29808, 42.848709","-95.909968, 33.583438",853,"N","1920s","Wyoming","West"
"299",315,8703,"The progressive farmer ","Winston, North Carolina",-80.25444,36.103964,"Winston","NC","9/10/1901",1901,"seq-3","https://articleextractor.org/pages/8703/ncu_johns_ver01/sn92073049/1901/09/10/ed-1/seq-3/1","Anson, NC","Anson","NC",-80.187506,34.905473,"second article - person thought to have been lynched but he is alive and was only severely beat, third article - person avoided lynching after police intervened  - MB",2911,"sn92073049","-80.25444, 36.103964","-80.187506, 34.905473",83,"Y","1900s","North Carolina","South"
"300",317,8707,NA,"NA, Kentucky",106.15001,22.726562,NA,"KY","8/22/1901",1901,"seq-4","https://articleextractor.org/pages/8707/kyu_charo_ver01/sn86069201/1901/08/22/ed-1/seq-4/1","Flemingsburg, KY","Flemingsburg","KY",-83.733808,38.4223,"first and second article - attempted lynching that was prevented",2914,"sn86069201","106.15001, 22.726562","-83.733808, 38.4223",8173,"Y","1900s","Kentucky","South"
"301",318,8709,"Eureka weekly sentinel ","Eureka, Nevada",-115.96078,39.512486,"Eureka","NV","6/29/1901",1901,"seq-1","https://articleextractor.org/pages/8709/nvln_quartz_ver01/sn86076200/1901/06/29/ed-1/seq-1/1","Lookout, CA","Lookout","CA",-121.149854,41.208102,NA,2915,"sn86076200","-115.96078, 39.512486","-121.149854, 41.208102",298,"N","1900s","Nevada","West"
"302",319,8710,NA,"NA, Mississippi",-89.39853,32.354668,NA,"MS","2/14/1901",1901,"seq-4","https://articleextractor.org/pages/8710/msar_karakul_ver02/sn87065046/1901/02/14/ed-1/seq-4/1","no city listed, KY","no city listed","KY",-84.270018,37.839333,NA,2916,"sn87065046","-89.39853, 32.354668","-84.270018, 37.839333",477,"N","1900s","Mississippi","South"
"303",320,8711,"The San Francisco call ","San Francisco , California",-122.41942,37.774929,"San Francisco ","CA","6/8/1901",1901,"seq-1","https://articleextractor.org/pages/8711/curiv_brea_ver01/sn85066387/1901/06/08/ed-1/seq-1/1","Carrollton, GA","Carrollton","GA",-85.076611,33.58011,NA,2917,"sn85066387","-122.41942, 37.774929","-85.076611, 33.58011",2104,"N","1900s","California","West"
"304",321,8714,"The San Francisco call ","San Francisco , California",-122.41942,37.774929,"San Francisco ","CA","7/11/1897",1897,"seq-4","https://articleextractor.org/pages/8714/curiv_fredsplace_ver01/sn85066387/1897/07/11/ed-1/seq-4/2","Union, MO","Union","MO",-91.008476,38.450052,NA,2918,"sn85066387","-122.41942, 37.774929","-91.008476, 38.450052",1702,"N","1890s","California","West"
"305",322,8715,"Daily Yellowstone journal ","Miles City, Montana",-105.84056,46.408336,"Miles City","MT","4/7/1887",1887,"seq-1","https://articleextractor.org/pages/8715/mthi_bobcat_ver02/sn86075021/1887/04/07/ed-1/seq-1/1","Powderville, MT","Powderville","MT",-105.114934,45.759901,"group was contemplating lynching someone - MB",2919,"sn86075021","-105.84056, 46.408336","-105.114934, 45.759901",57,"Y","1880s","Montana","West"
"306",323,8716,"The Indianapolis journal ","Indianapolis , Indiana",-86.15807,39.768403,"Indianapolis ","IN","3/4/1887",1887,"seq-4","https://articleextractor.org/pages/8716/in_indianapolisolympians_ver02/sn82015679/1887/03/04/ed-1/seq-4/1","Dearborn County, IN","Dearborn County","IN",-84.981754,39.171307,NA,2920,"sn82015679","-86.15807, 39.768403","-84.981754, 39.171307",75,"Y","1880s","Indiana","North Central"
"307",324,8717,"Huntsville gazette ","Huntsville, Alabama",-86.5861,34.730369,"Huntsville","AL","3/12/1887",1887,"seq-1","https://articleextractor.org/pages/8717/au_inman_ver01/sn84020151/1887/03/12/ed-1/seq-1/1","Winona, MS","Winona","MS",-89.728137,33.482068,NA,2921,"sn84020151","-86.5861, 34.730369","-89.728137, 33.482068",200,"N","1880s","Alabama","South"
"308",325,8717,"Huntsville gazette ","Huntsville, Alabama",-86.5861,34.730369,"Huntsville","AL","3/12/1887",1887,"seq-1","https://articleextractor.org/pages/8717/au_inman_ver01/sn84020151/1887/03/12/ed-1/seq-1/1","Winona, MS","Winona","MS",-89.728137,33.482068,NA,2922,"sn84020151","-86.5861, 34.730369","-89.728137, 33.482068",200,"N","1880s","Alabama","South"
"309",326,8817,"The record-union ","Sacramento, California",-121.4944,38.581572,"Sacramento","CA","3/25/1891",1891,"seq-6","https://articleextractor.org/pages/8817/curiv_oakland_ver01/sn82015104/1891/03/25/ed-1/seq-6/1","New Orleans, LA","New Orleans","LA",-90.071532,29.951066,NA,3010,"sn82015104","-121.4944, 38.581572","-90.071532, 29.951066",1882,"N","1890s","California","West"
"310",327,8818,"The sun ","New York , New York",-74.00597,40.712775,"New York ","NY","11/9/1896",1896,"seq-3","https://articleextractor.org/pages/8818/nn_ovid_ver01/sn83030272/1896/11/09/ed-1/seq-3/1","Lebanon, KY","Lebanon","KY",-85.252738,37.569787,NA,3011,"sn83030272","-74.00597, 40.712775","-85.252738, 37.569787",641,"N","1890s","New York","Northeast"
"311",328,8818,"The sun ","New York , New York",-74.00597,40.712775,"New York ","NY","11/9/1896",1896,"seq-3","https://articleextractor.org/pages/8818/nn_ovid_ver01/sn83030272/1896/11/09/ed-1/seq-3/1","Lebanon, KY","Lebanon","KY",-85.252738,37.569787,NA,3012,"sn83030272","-74.00597, 40.712775","-85.252738, 37.569787",641,"N","1890s","New York","Northeast"
"312",329,8819,"Kansas City journal ","Kansas City, Missouri",-94.57857,39.099727,"Kansas City","MO","9/18/1897",1897,"seq-4","https://articleextractor.org/pages/8819/mohi_edwards_ver01/sn86063615/1897/09/18/ed-1/seq-4/1","None, NONE","None","NONE",NA,NA,"There was no lynching on the page.",3013,"sn86063615","-94.57857, 39.099727","NA, NA",NA,"N","1890s","Missouri","North Central"
"313",330,8820,"Staunton spectator and vindicator ","Staunton, Virginia",-79.0717,38.149576,"Staunton","VA","8/25/1898",1898,"seq-2","https://articleextractor.org/pages/8820/vi_goforwand_ver02/sn84024720/1898/08/25/ed-1/seq-2/1","Newport News, VA","Newport News","VA",-76.473012,37.087082,"This is an anticipated lynching.",3014,"sn84024720","-79.0717, 38.149576","-76.473012, 37.087082",160,"Y","1890s","Virginia","South"
"314",331,8821,NA,"NA, Kentucky",106.15001,22.726562,NA,"KY","2/17/1892",1892,"seq-1","https://articleextractor.org/pages/8821/kyu_fargo_ver01/sn86069309/1892/02/17/ed-1/seq-1/1","Pineville, KY","Pineville","KY",-83.694918,36.76203,"The newspaper name on the Google document says NA, but the article says its name is ""The Breckenridge News"".",3015,"sn86069309","106.15001, 22.726562","-83.694918, 36.76203",8286,"Y","1890s","Kentucky","South"
"315",332,8822,"Bismarck weekly tribune ","Bismarck, North Dakota",-100.78769,46.805495,"Bismarck","ND","9/25/1891",1891,"seq-1","https://articleextractor.org/pages/8822/ndhi_bisbee_ver01/sn85042588/1891/09/25/ed-1/seq-1/1","Milwaukee, WI","Milwaukee","WI",-87.906474,43.038902,NA,3016,"sn85042588","-100.78769, 46.805495","-87.906474, 43.038902",682,"N","1890s","North Dakota","North Central"
"316",333,8824,"The Seattle post-intelligencer ","Seattle, Washington",-122.33285,47.606139,"Seattle","WA","10/15/1892",1892,"seq-2","https://articleextractor.org/pages/8824/wa_forks_ver01/sn83045604/1892/10/15/ed-1/seq-2/1","Birmingham, AL","Birmingham","AL",-86.810357,33.518589,NA,3017,"sn83045604","-122.33285, 47.606139","-86.810357, 33.518589",2081,"N","1890s","Washington","West"
"317",334,8825,"The Jasper weekly courier ","Jasper, Indiana",-86.93111,38.391442,"Jasper","IN","3/18/1892",1892,"seq-2","https://articleextractor.org/pages/8825/in_abraham_ver02/sn84023963/1892/03/18/ed-1/seq-2/1","Memphis, TN","Memphis","TN",-90.04898,35.149534,NA,3018,"sn84023963","-86.93111, 38.391442","-90.04898, 35.149534",283,"N","1890s","Indiana","North Central"
"318",335,8825,"The Jasper weekly courier ","Jasper, Indiana",-86.93111,38.391442,"Jasper","IN","3/18/1892",1892,"seq-2","https://articleextractor.org/pages/8825/in_abraham_ver02/sn84023963/1892/03/18/ed-1/seq-2/1","Memphis, TN","Memphis","TN",-90.04898,35.149534,NA,3019,"sn84023963","-86.93111, 38.391442","-90.04898, 35.149534",283,"N","1890s","Indiana","North Central"
"319",336,8826,"Fisherman & farmer ","Edenton, North Carolina",-76.60772,36.057938,"Edenton","NC","8/12/1892",1892,"seq-6","https://articleextractor.org/pages/8826/ncu_elk_ver01/sn91068084/1892/08/12/ed-1/seq-6/1","Jacksboro, TN","Jacksboro","TN",-84.183816,36.330079,NA,3020,"sn91068084","-76.60772, 36.057938","-84.183816, 36.330079",423,"N","1890s","North Carolina","South"
"320",337,8827,"The Portland daily press ","Portland, Maine",-70.25682,43.659099,"Portland","ME","4/28/1894",1894,"seq-1","https://articleextractor.org/pages/8827/me_halfwayrock_ver01/sn83016025/1894/04/28/ed-1/seq-1/1","Hennessey, OK","Hennessey","OK",-97.898668,36.109205,NA,3021,"sn83016025","-70.25682, 43.659099","-97.898668, 36.109205",1549,"N","1890s","Maine","Northeast"
"321",338,8829,"The Topeka state journal ","Topeka, Kansas",-95.67516,39.047345,"Topeka","KS","10/31/1899",1899,"seq-4","https://articleextractor.org/pages/8829/khi_jesse_ver01/sn82016014/1899/10/31/ed-1/seq-4/1","Kansas City, KS","Kansas City","KS",-94.626787,39.115531,NA,3022,"sn82016014","-95.67516, 39.047345","-94.626787, 39.115531",56,"Y","1890s","Kansas","North Central"
"322",339,8830,NA,"NA, Texas",-99.90181,31.968599,NA,"TX","5/14/1891",1891,"seq-1","https://articleextractor.org/pages/8830/txdn_audi_ver01/sn86088296/1891/05/14/ed-1/seq-1/1","Baltimore, MD","Baltimore","MD",-76.612189,39.290385,"The newspaper name at the top of the article is the Austin Statesman",3023,"sn86088296","-99.90181, 31.968599","-76.612189, 39.290385",1399,"N","1890s","Texas","South"
"323",340,8831,NA,"NA, North Carolina",-79.0193,35.759573,NA,"NC","9/26/1891",1891,"seq-1","https://articleextractor.org/pages/8831/ncu_fisher_ver01/sn91068305/1891/09/26/ed-1/seq-1/1","Asheville, NC","Asheville","NC",-82.551487,35.595058,"The name of the paper at the top of the article is The Durham Daily Journal",3024,"sn91068305","-79.0193, 35.759573","-82.551487, 35.595058",199,"Y","1890s","North Carolina","South"
"324",341,8832,"The western sentinel ","Winston-Salem, North Carolina",-80.24422,36.09986,"Winston-Salem","NC","4/23/1891",1891,"seq-2","https://articleextractor.org/pages/8832/ncu_frankenbatch_ver01/sn92073232/1891/04/23/ed-1/seq-2/1","Charlotte, NC","Charlotte","NC",-80.843127,35.227087,NA,3025,"sn92073232","-80.24422, 36.09986","-80.843127, 35.227087",69,"Y","1890s","North Carolina","South"
"325",342,8832,"The western sentinel ","Winston-Salem, North Carolina",-80.24422,36.09986,"Winston-Salem","NC","4/23/1891",1891,"seq-2","https://articleextractor.org/pages/8832/ncu_frankenbatch_ver01/sn92073232/1891/04/23/ed-1/seq-2/1","Charlotte, NC","Charlotte","NC",-80.843127,35.227087,NA,3026,"sn92073232","-80.24422, 36.09986","-80.843127, 35.227087",69,"Y","1890s","North Carolina","South"
"326",343,8833,"The morning news ","Savannah, Georgia",-81.0912,32.080899,"Savannah","GA","7/25/1891",1891,"seq-1","https://articleextractor.org/pages/8833/gu_columbo_ver02/sn86063034/1891/07/25/ed-1/seq-1/1","Raleigh, NC","Raleigh","NC",-78.638179,35.77959,NA,3027,"sn86063034","-81.0912, 32.080899","-78.638179, 35.77959",292,"N","1890s","Georgia","South"
"327",344,8833,"The morning news ","Savannah, Georgia",-81.0912,32.080899,"Savannah","GA","7/25/1891",1891,"seq-1","https://articleextractor.org/pages/8833/gu_columbo_ver02/sn86063034/1891/07/25/ed-1/seq-1/1","Raleigh, NC","Raleigh","NC",-78.638179,35.77959,NA,3027,"sn86063034","-81.0912, 32.080899","-78.638179, 35.77959",292,"N","1890s","Georgia","South"
"328",345,8833,"The morning news ","Savannah, Georgia",-81.0912,32.080899,"Savannah","GA","7/25/1891",1891,"seq-1","https://articleextractor.org/pages/8833/gu_columbo_ver02/sn86063034/1891/07/25/ed-1/seq-1/1","Raleigh, NC","Raleigh","NC",-78.638179,35.77959,NA,3028,"sn86063034","-81.0912, 32.080899","-78.638179, 35.77959",292,"N","1890s","Georgia","South"
"329",346,8833,"The morning news ","Savannah, Georgia",-81.0912,32.080899,"Savannah","GA","7/25/1891",1891,"seq-1","https://articleextractor.org/pages/8833/gu_columbo_ver02/sn86063034/1891/07/25/ed-1/seq-1/1","Raleigh, NC","Raleigh","NC",-78.638179,35.77959,NA,3028,"sn86063034","-81.0912, 32.080899","-78.638179, 35.77959",292,"N","1890s","Georgia","South"
"330",347,8835,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/8/1891",1891,"seq-2","https://articleextractor.org/pages/8835/whi_galky_ver01/sn85033255/1891/01/08/ed-1/seq-2/1","Chilton, TX","Chilton","TX",-97.065006,31.28039,NA,3029,"sn85033255","-92.62381, 44.861356","-97.065006, 31.28039",970,"N","1890s","Wisconsin","North Central"
"331",348,8835,"River Falls journal ","River Falls, Wisconsin",-92.62381,44.861356,"River Falls","WI","1/8/1891",1891,"seq-2","https://articleextractor.org/pages/8835/whi_galky_ver01/sn85033255/1891/01/08/ed-1/seq-2/1","Chilton, TX","Chilton","TX",-97.065006,31.28039,NA,3030,"sn85033255","-92.62381, 44.861356","-97.065006, 31.28039",970,"N","1890s","Wisconsin","North Central"
"332",349,8837,"Los Angeles herald ","Los Angeles , California",-118.24264,34.054908,"Los Angeles ","CA","10/13/1891",1891,"seq-2","https://articleextractor.org/pages/8837/curiv_lovelock_ver01/sn84025968/1891/10/13/ed-1/seq-2/1","Woodlawn, WA","Woodlawn","WA",-122.743991,45.904559,NA,3031,"sn84025968","-118.24264, 34.054908","-122.743991, 45.904559",853,"N","1890s","California","West"
"333",350,8838,"Kansas City journal ","Kansas City, Missouri",-94.57857,39.099727,"Kansas City","MO","2/12/1899",1899,"seq-8","https://articleextractor.org/pages/8838/mohi_franklin_ver01/sn86063615/1899/02/12/ed-1/seq-8/1","Leesburg, GA","Leesburg","GA",-84.170742,31.732116,NA,3032,"sn86063615","-94.57857, 39.099727","-84.170742, 31.732116",776,"N","1890s","Missouri","North Central"
"334",351,8839,"The Irish standard ","Minneapolis, Minnesota",-93.26501,44.977753,"Minneapolis","MN","8/5/1893",1893,"seq-2","https://articleextractor.org/pages/8839/mnhi_betelgeuse_ver01/sn90059959/1893/08/05/ed-1/seq-2/1","Galveston, TX","Galveston","TX",-94.797696,29.301348,NA,3033,"sn90059959","-93.26501, 44.977753","-94.797696, 29.301348",1088,"N","1890s","Minnesota","North Central"
"335",352,8839,"The Irish standard ","Minneapolis, Minnesota",-93.26501,44.977753,"Minneapolis","MN","8/5/1893",1893,"seq-2","https://articleextractor.org/pages/8839/mnhi_betelgeuse_ver01/sn90059959/1893/08/05/ed-1/seq-2/1","Galveston, TX","Galveston","TX",-94.797696,29.301348,NA,3034,"sn90059959","-93.26501, 44.977753","-94.797696, 29.301348",1088,"N","1890s","Minnesota","North Central"
"336",353,8840,NA,"NA, Nebraska",-99.90181,41.492537,NA,"NE","7/21/1893",1893,"seq-1","https://articleextractor.org/pages/8840/nbu_alliance_ver01/sn99021999/1893/07/21/ed-1/seq-1/1","NA, NA",NA,NA,NA,NA,"The Newspaper name on the article says it is ""The Omaha Daily Bee"". There is no lynching reported.",3035,"sn99021999","-99.90181, 41.492537","NA, NA",NA,"N","1890s","Nebraska","North Central"
"337",354,8841,"The Salt Lake herald ","Salt Lake City , Utah",-111.89105,40.760779,"Salt Lake City ","UT","10/23/1898",1898,"seq-6","https://articleextractor.org/pages/8841/uuml_dantley_ver01/sn85058130/1898/10/23/ed-1/seq-6/1","Louisville, KY","Louisville","KY",-85.758456,38.252665,NA,3036,"sn85058130","-111.89105, 40.760779","-85.758456, 38.252665",1400,"N","1890s","Utah","West"
"338",355,8842,NA,"NA, Mississippi",-89.39853,32.354668,NA,"MS","2/9/1893",1893,"seq-2","https://articleextractor.org/pages/8842/msar_flint_ver01/sn87065567/1893/02/09/ed-1/seq-2/1","Richland, VA","Richland","VA",-81.793727,37.093169,NA,3037,"sn87065567","-89.39853, 32.354668","-81.793727, 37.093169",542,"N","1890s","Mississippi","South"
"339",356,8842,NA,"NA, Mississippi",-89.39853,32.354668,NA,"MS","2/9/1893",1893,"seq-2","https://articleextractor.org/pages/8842/msar_flint_ver01/sn87065567/1893/02/09/ed-1/seq-2/1","Richland, VA","Richland","VA",-81.793727,37.093169,"This article is the same as the previous article in the document. Article 531.",3037,"sn87065567","-89.39853, 32.354668","-81.793727, 37.093169",542,"N","1890s","Mississippi","South"
