docname,Newspaper,Year,Beginning of Passage,keyword,End of Passage,Code,Comments
14353_0.txt,Los Angeles herald (Los Angeles [Calif.]) 1900-1911,1905,"at his knox trial last week the jury disagreed , ten voting for the death penalty and two sentence . a second for a life trial by a jury brought from rock castle county rendered a verdict of life sentence , after ten jurors had voted for hanging . the",mob,is thought to have from knox county . come,NA,NA
14354_0.txt,"The record-union (Sacramento, Cal...)",1891,"over some trifling matter . the negro left , and procuring a shotgun , laid in ambush for burke , and when the latter came along shot and killed him . the negro was captured after a long chase . this evening hunter was forcibly taken from authorities by a",mob,and lynched . the,NA,NA
14355_0.txt,Los Angeles herald (Los Angeles [Calif.]) 1900-1911,1907,persons two of slayer nebraska,mob,"hangs man who killed farmer and his wife taken from sheriff , hauled off on a dray strung up and by associated press . omaha , aug . 26 . - loris higgins , who murdered w . l . cripple , a farmer , and his wife , near",NA,NA
14356_0.txt,Los Angeles herald (Los Angeles [Calif.]) 1900-1911,1907,"ard threatened her life if she did not accede to his demands . when arrest ed sykes drew a revolver , but was over powered before he could use it . he was being removed to the county jail at hous ton when was taken from the officer by a",mob,he and hanged from a tree .,NA,NA
14357_0.txt,Los Angeles herald (Los Angeles [Calif.]) 1900-1911,1909,and,mob,"lynches him negro attacks woman assault on wife of farmer at camden , fla . , frustrated by screams victim's jacksonville , fla . , may 9 . - mrs . john deas , wife of a prominent farmer at camden , was attacked today by a negro , who",NA,NA
14357_0.txt,Los Angeles herald (Los Angeles [Calif.]) 1900-1911,1909,"assault on wife of farmer at camden , fla . , frustrated by screams victim's jacksonville , fla . , may 9 . - mrs . john deas , wife of a prominent farmer at camden , was attacked today by a negro , who was captured later by a",c.mob,"of citizens and lynched . the woman's screams attracted her son , who went to her rescue , but the negro had escaped . when the sheriff reached the scene the mob had captured the negro , mrs . deas had identified him , his throat had been cut and",NA,NA
14357_0.txt,Los Angeles herald (Los Angeles [Calif.]) 1900-1911,1909,"prominent farmer at camden , was attacked today by a negro , who was captured later by a c.mob of citizens and lynched . the woman's screams attracted her son , who went to her rescue , but the negro had escaped . when the sheriff reached the scene the",mob,"had captured the negro , mrs . deas had identified him , his throat had been cut and his body riddled bul lets . with",NA,NA
14360_0.txt,"Evening journal (Wilmington, Del...)",1897,found sensation was made in the course of the trial of the police officials charged with the murder of arroyo by the production of the confession of the late inspector general of police velasquez . it is a most remarkable attempt at self justification and makes the assertion that a,mob,the common people lynch ed arroyo . of,NA,NA
14362_0.txt,"The daily gazette (Wilmington, Del...)",1881,", then through the heart and once through the shoulder . bullock fell , gasped two or three times and died . ransom walked down the street and waited in front of the bank building until he was arres ' ed . he was followed to jail by an infuriated",mob,", crying "" lynch him , "" but no attempt was made to interfere with the officers . the feeling against ransom in the community night was very bitter . last",NA,NA
14363_0.txt,"Evening journal (Wilmington, Del...)",1901,"jail and hanged . richmond , va . , july 2 . - the who attempted a criminal assault negro upon a young lady in brunswick county a few days ago was taken from the jail at lawrenceville sunday night by a and lynched . it is said there were",mob,dubts as to the man's guilt .,NA,NA
14364_0.txt,"Milford chronicle (Milford, Del.)",1911,oklahoma,mob,"lynched negro . a mob forced an entrance to the jail at valliant okla . . secured young negro and hanged him to . tree at the fair grounds , near the town . the man was accused of at attacking a twelve- eyar- old girl .",NA,NA
14364_0.txt,"Milford chronicle (Milford, Del.)",1911,oklahoma mob lynched negro . a,mob,"forced an entrance to the jail at valliant okla . . secured young negro and hanged him to . tree at the fair grounds , near the town . the man was accused of at attacking a twelve- eyar- old girl .",NA,NA
14365_0.txt,"Middletown transcript (Middletown, Del...)",1914,police holds,mob,"governor sends baltimore detec- tives to kent county , md . , speedy trial for murderers chestertown , md . , dec . 29 . - gov . ernor goldsborough's prompt action yesterday in dispatching baltimore detectives to this town and promising to send state troops if needed , has",NA,NA
14365_0.txt,"Middletown transcript (Middletown, Del...)",1914,"authorities have , the situation well in hand . in reply to the governor's offer of state troops , state's attorney vickers wired : we can cope with present situation . if there should be no trial monday or if the judgment should not meet with the approval of the",mob,"we might have trouble . a . j . humphrey , ex- chief of the baltimore detective corps , yesterday succeeded in obtaining a confession from james paraway , one of the colored men . the prisoner broke down under the fear that he would be lynched and admitted that",NA,NA
14365_0.txt,"Middletown transcript (Middletown, Del...)",1914,"lynched and admitted that he struck coleman the fatal blow . he implicated norman mabel , who had made a previous confession . a force of baltimore policeman , headed by detective thomas hoganom guarded the jail last night , and were under instruction to shoot the leaders of any",mob,"attempting to lynch the prisoners . the grand jury will sit to- day in special session , when the accused men will go upon the stand themselves . the county authorities have promised a speedy trial . some of the leading citizens were among the close observers of the near-",NA,NA
14365_0.txt,"Middletown transcript (Middletown, Del...)",1914,"leading citizens were among the close observers of the near- lynching party saturday night , and they are determined that the prisoners shall not leave kent county , since the confession of mabel on fri day , paraway has been on the verge of making a statement . when the",mob,"stormed the jail he hid under his cot . under pressure of the detectives para way told him mabel had held the horse while he struck coleman on the head with an iron bar . mabel robbed the victim . jarvis hynson , alias tom blake , one of the",NA,NA
14365_0.txt,"Middletown transcript (Middletown, Del...)",1914,"blake , one of the prisoners , is not believed to have been implic ted . he will be held , how ever , with the two others . the twelve detectives who were yesterday summoned from baltimore to chestertown to guard the prisoners in the chestertown jail from a",mob,"that strove to lynch them , passed through this city enroute to chestertown . when the detetives arrived in wilmington , they found that they would have to wait several hours for train connections , so they made their presence known to chief of police black , who entertained them",NA,NA
14366_1.txt,"The Wilmington daily Republican. (Wilmington, Del...)",1891,"ket a murderer lynched . re tember shelbyville , ind . , aug . 24 . - charles hawkins , a noted desparado , shot and fatally wounded city m rshal dan 4 p . bruce . a",mob,of men then took haw ception kins from the jail and hanged him . on,NA,NA
